  Freq. No. =   1,  f = 6.0415e+03 (Hz),  k = (0.1832D+01, 0.0000D+00):
 Solution on the Boundary:
Elements: this line is just for fun 
1 ( -2.957584e+06 , -4.419648e+06 ) 
2017 ( 2.183510e+06 , -2.744742e+05 ) 
2018 ( 1.041693e+06 , -2.058718e+06 ) 
2019 ( -2.646548e+06 , -2.437579e+05 ) 
2020 ( -8.614354e+05 , 7.389803e+05 ) 
2021 ( -1.641297e+05 , -3.554679e+05 ) 
2022 ( -7.207575e+05 , -1.049171e+06 ) 
2023 ( -3.345342e+06 , -1.386375e+06 ) 
2024 ( -3.191590e+06 , -1.288820e+06 ) 
2025 ( -6.657340e+05 , -9.952311e+04 ) 
2026 ( -6.620735e+04 , -7.452624e+05 ) 
2027 ( 1.457426e+06 , 2.021914e+06 ) 
2028 ( -1.446446e+06 , 2.204603e+06 ) 
2029 ( -1.837362e+06 , 1.371086e+06 ) 
2030 ( -1.073350e+06 , 3.016148e+06 ) 
2031 ( -1.933707e+06 , 7.794123e+04 ) 
2032 ( -7.255859e+05 , -2.200933e+06 ) 
2033 ( -6.693832e+05 , -8.833916e+05 ) 
2034 ( -2.015573e+06 , -3.983357e+05 ) 
2035 ( -6.072073e+05 , -2.598911e+06 ) 
2036 ( -1.689393e+06 , -9.152029e+05 ) 
2037 ( 2.669598e+06 , 1.925850e+06 ) 
2038 ( 3.850317e+06 , 1.624929e+06 ) 
2039 ( 2.304419e+06 , 1.845131e+06 ) 
2040 ( 1.865340e+06 , 1.340020e+06 ) 
2041 ( 5.135103e+05 , -5.553287e+05 ) 
2042 ( 2.953922e+06 , -5.270017e+04 ) 
2043 ( 9.240299e+05 , 1.468724e+06 ) 
2044 ( 7.807944e+04 , 1.287753e+06 ) 
2045 ( 3.603103e+05 , 3.419100e+06 ) 
2046 ( 1.184116e+06 , 3.035468e+06 ) 
2047 ( 1.061426e+06 , 2.910598e+06 ) 
2048 ( 1.288790e+05 , 1.584185e+06 ) 
2049 ( 1.048328e+06 , 1.213298e+06 ) 
2050 ( 1.784449e+06 , -4.080242e+05 ) 
2051 ( 2.015004e+06 , 1.604837e+06 ) 
2052 ( 1.326355e+06 , 2.933699e+06 ) 
2053 ( -2.059005e+06 , -1.260316e+06 ) 
2054 ( 1.080734e+06 , -3.043736e+06 ) 
2055 ( -5.589969e+05 , 3.101086e+06 ) 
2056 ( 1.656372e+06 , 4.128347e+06 ) 
2057 ( 7.090010e+05 , 2.438738e+06 ) 
2058 ( -1.836803e+06 , 1.991599e+06 ) 
2059 ( -1.790871e+06 , 4.916082e+06 ) 
2060 ( 1.202814e+06 , 3.339970e+06 ) 
2061 ( -1.368845e+06 , -9.632990e+05 ) 
2062 ( -5.872486e+05 , 1.185077e+05 ) 
2063 ( -4.954247e+05 , 9.717814e+04 ) 
2064 ( -1.406576e+06 , 5.262923e+05 ) 
2065 ( 5.123700e+05 , 4.258930e+05 ) 
2066 ( -1.061656e+05 , 1.789197e+06 ) 
2067 ( 4.577031e+05 , 1.968057e+05 ) 
2068 ( 1.178076e+06 , -1.975819e+05 ) 
2069 ( -1.027409e+05 , -6.916122e+05 ) 
2070 ( 6.049782e+05 , 4.506989e+05 ) 
2071 ( -4.855478e+05 , -1.162100e+06 ) 
2072 ( -1.601577e+06 , -8.208390e+05 ) 
2073 ( 8.631911e+05 , 2.247319e+06 ) 
2074 ( 8.206812e+05 , 1.665124e+06 ) 
2075 ( 7.256942e+05 , -2.053583e+05 ) 
2076 ( 2.635214e+04 , -1.280852e+06 ) 
2077 ( -1.986363e+06 , 1.723406e+06 ) 
2078 ( 1.544038e+06 , 5.688918e+06 ) 
2079 ( 6.917057e+05 , -2.044152e+05 ) 
2080 ( -2.872982e+05 , -1.156734e+05 ) 
2081 ( -3.492806e+05 , 1.451884e+06 ) 
2082 ( -1.000692e+06 , 2.864005e+06 ) 
2083 ( 1.117219e+06 , 1.772668e+06 ) 
2084 ( 1.019795e+06 , 1.571365e+06 ) 
2085 ( -9.077248e+05 , 8.273355e+05 ) 
2086 ( 8.270280e+05 , 3.667136e+04 ) 
2087 ( -1.156578e+05 , 1.576925e+05 ) 
2088 ( -1.865042e+06 , 8.771386e+05 ) 
2089 ( 2.867085e+05 , -3.877540e+05 ) 
2090 ( 9.318255e+05 , 2.470266e+05 ) 
2091 ( 3.653488e+05 , -5.315771e+05 ) 
2092 ( -5.218612e+04 , -9.458525e+04 ) 
2093 ( 3.909188e+05 , 6.200921e+05 ) 
2094 ( 8.226658e+04 , -2.278903e+05 ) 
2095 ( 1.154673e+06 , -1.094476e+06 ) 
2096 ( 1.551436e+06 , -2.866149e+05 ) 
2097 ( -1.320553e+05 , 1.333784e+06 ) 
2098 ( 1.011825e+04 , 1.114138e+06 ) 
2099 ( 2.710493e+05 , 9.650237e+05 ) 
2100 ( 6.334406e+05 , 1.122304e+06 ) 
2101 ( -4.266008e+05 , 1.243555e+06 ) 
2102 ( -3.612276e+05 , 3.445691e+05 ) 
2103 ( 9.254241e+05 , 1.018209e+06 ) 
2104 ( 6.637061e+05 , 1.132086e+06 ) 
2105 ( 5.414500e+05 , 8.216267e+05 ) 
2106 ( 9.526414e+05 , 1.297272e+06 ) 
2107 ( 1.272729e+06 , -8.297363e+05 ) 
2108 ( 5.935222e+05 , 6.759134e+05 ) 
2109 ( 2.043741e+06 , 5.654477e+05 ) 
2110 ( 7.430807e+05 , 3.824167e+05 ) 
2111 ( 2.917645e+05 , -3.134650e+05 ) 
2112 ( 3.147429e+05 , -3.079243e+05 ) 
2113 ( 1.596239e+05 , 2.431037e+05 ) 
2114 ( -2.742324e+05 , -6.826516e+05 ) 
2115 ( -7.710879e+05 , -3.602729e+05 ) 
2116 ( 8.292746e+05 , 6.346889e+04 ) 
2117 ( 2.822098e+05 , -7.625212e+05 ) 
2118 ( 7.559210e+05 , 1.248246e+06 ) 
2119 ( -1.879561e+06 , 1.252722e+06 ) 
2120 ( -1.304750e+06 , 2.645653e+05 ) 
2121 ( -4.619835e+05 , -4.146386e+05 ) 
2122 ( -6.372744e+05 , -6.029205e+05 ) 
2123 ( -1.783639e+05 , 5.922477e+05 ) 
2124 ( 7.610528e+05 , 9.731421e+05 ) 
2125 ( 6.740842e+05 , 1.529047e+06 ) 
2126 ( -8.833490e+04 , -1.248536e+05 ) 
2127 ( 4.843654e+05 , 4.421647e+05 ) 
2128 ( -4.608572e+05 , 1.918350e+04 ) 
2129 ( 1.889103e+06 , -9.463863e+04 ) 
2130 ( 1.818586e+06 , 1.102006e+05 ) 
2131 ( 5.097179e+05 , -5.786570e+05 ) 
2132 ( 1.320761e+06 , -3.984460e+05 ) 
2133 ( 7.228630e+05 , 6.134473e+05 ) 
2134 ( 2.214807e+05 , -1.468040e+06 ) 
2135 ( 8.375078e+05 , -1.516745e+05 ) 
2136 ( 1.888122e+05 , -1.109129e+06 ) 
2137 ( 1.187879e+06 , 1.351709e+05 ) 
2138 ( -1.419650e+06 , 3.836879e+05 ) 
2139 ( 1.222870e+06 , -3.556739e+05 ) 
2140 ( 1.154890e+05 , -5.790284e+05 ) 
2141 ( -1.166853e+06 , -1.619924e+06 ) 
2142 ( -7.640734e+05 , -5.194815e+05 ) 
2143 ( -5.447171e+05 , -2.598387e+05 ) 
2144 ( -6.727786e+05 , -2.076801e+06 ) 
2145 ( -4.904927e+05 , 7.032422e+05 ) 
2146 ( 1.732165e+06 , -1.093448e+06 ) 
2147 ( -3.923882e+05 , -5.250839e+05 ) 
2148 ( -2.018691e+06 , 5.427810e+05 ) 
2149 ( -3.145720e+04 , 6.512529e+05 ) 
2150 ( -1.067413e+06 , -1.915951e+06 ) 
2151 ( -9.989202e+05 , -1.573220e+06 ) 
2152 ( -7.558129e+05 , -1.703171e+05 ) 
2153 ( -9.915888e+05 , -2.052335e+06 ) 
2154 ( 2.636840e+06 , 6.784380e+05 ) 
2155 ( 2.517004e+05 , -2.555027e+06 ) 
2156 ( -2.945302e+06 , -1.710358e+06 ) 
2157 ( 8.549951e+04 , -2.549286e+06 ) 
2158 ( 2.152925e+06 , -2.306238e+06 ) 
2159 ( -4.213359e+06 , 1.481228e+06 ) 
2160 ( 8.187951e+05 , 5.950798e+06 ) 
2161 ( 1.835793e+05 , -7.869129e+05 ) 
2162 ( 3.166593e+06 , 3.618163e+04 ) 
2163 ( -3.622271e+06 , -2.995055e+06 ) 
2164 ( -4.814036e+06 , -1.667971e+06 ) 
2165 ( 1.003359e+07 , 6.927809e+06 ) 
2166 ( -1.208872e+06 , 4.957859e+06 ) 
2167 ( -1.489984e+06 , 1.949122e+06 ) 
2168 ( 6.282236e+06 , 3.399812e+06 ) 
2169 ( -3.700167e+06 , -1.370489e+06 ) 
2170 ( -6.835961e+04 , -2.465417e+06 ) 
2171 ( 8.840103e+05 , -2.765383e+06 ) 
2172 ( 3.679435e+06 , -7.528262e+05 ) 
2173 ( 9.091130e+05 , -1.652354e+06 ) 
2174 ( 1.119195e+06 , -3.005507e+06 ) 
2175 ( -9.515995e+05 , -1.293983e+06 ) 
2176 ( -8.539755e+05 , -2.169264e+05 ) 
2177 ( -1.544389e+06 , 2.223859e+06 ) 
2178 ( -1.946142e+06 , -8.755309e+05 ) 
2179 ( -2.294455e+06 , -2.063145e+05 ) 
2180 ( 2.247345e+06 , 4.819023e+06 ) 
2181 ( -2.234819e+05 , -1.850419e+06 ) 
2182 ( 2.996194e+06 , 1.932036e+06 ) 
2183 ( -1.962090e+06 , 1.794546e+06 ) 
2184 ( -2.294485e+06 , -7.741354e+05 ) 
2185 ( -1.256854e+06 , -4.115859e+04 ) 
2186 ( -1.820103e+05 , -2.527944e+06 ) 
2187 ( -1.849269e+06 , -2.885015e+06 ) 
2188 ( -2.754065e+06 , -1.709937e+06 ) 
2189 ( -2.256766e+06 , -2.223155e+06 ) 
2190 ( 2.273302e+06 , 1.462545e+05 ) 
2191 ( 9.261786e+05 , -1.158664e+06 ) 
2192 ( -3.550424e+05 , -1.409890e+06 ) 
2193 ( -7.889542e+05 , -1.754257e+05 ) 
2194 ( 2.632811e+06 , 3.847282e+05 ) 
2195 ( 2.106353e+06 , -2.468287e+05 ) 
2196 ( -1.604961e+06 , -1.300306e+06 ) 
2197 ( -1.401642e+05 , -1.907843e+06 ) 
2198 ( 1.701277e+06 , -3.782125e+05 ) 
2199 ( 2.468166e+06 , 1.851677e+05 ) 
2200 ( 1.002369e+06 , -4.948169e+05 ) 
2201 ( 7.207023e+05 , -1.754608e+06 ) 
2202 ( 1.278270e+06 , -1.579370e+06 ) 
2203 ( 1.462454e+06 , 1.754947e+06 ) 
2204 ( 1.312606e+05 , 5.046478e+05 ) 
2205 ( 5.590910e+05 , -1.528046e+05 ) 
2206 ( 2.353122e+06 , 1.252625e+06 ) 
2207 ( -1.198615e+06 , -6.997028e+05 ) 
2208 ( -7.754279e+05 , 1.747394e+05 ) 
2209 ( -7.004043e+05 , 1.487346e+05 ) 
2210 ( -1.269406e+06 , -8.285196e+05 ) 
2211 ( -1.426299e+05 , -8.104574e+05 ) 
2212 ( -2.921982e+05 , -1.216568e+06 ) 
2213 ( -1.402931e+06 , 5.683332e+05 ) 
2214 ( -2.579229e+04 , -1.455388e+06 ) 
2215 ( -6.397113e+05 , -9.128548e+05 ) 
2216 ( -2.279896e+06 , -4.197790e+05 ) 
2217 ( -1.415497e+06 , 2.228602e+06 ) 
2218 ( 1.035043e+06 , -2.922146e+05 ) 
2219 ( -5.049838e+05 , -5.563598e+05 ) 
2220 ( 1.450680e+06 , -1.137448e+06 ) 
2221 ( -2.563398e+05 , 5.877760e+05 ) 
2222 ( 4.787350e+05 , 6.863863e+05 ) 
2223 ( -6.485637e+05 , 7.050823e+05 ) 
2224 ( 3.619380e+05 , 3.004471e+04 ) 
2225 ( -7.733459e+05 , -2.074495e+06 ) 
2226 ( 1.458994e+06 , 1.316277e+06 ) 
2227 ( 1.417602e+06 , 2.060213e+06 ) 
2228 ( 6.980256e+05 , 1.022657e+06 ) 
2229 ( 1.185025e+06 , 6.090052e+05 ) 
2230 ( -1.668544e+06 , -2.825079e+06 ) 
2231 ( 1.394510e+06 , 6.546855e+05 ) 
2232 ( -2.652134e+05 , 1.143791e+06 ) 
2233 ( -8.801551e+05 , 1.620269e+06 ) 
2234 ( 4.149067e+04 , 1.769789e+06 ) 
2235 ( 5.559086e+04 , 1.205294e+06 ) 
2236 ( 2.258589e+06 , 9.009636e+04 ) 
2237 ( 2.779394e+05 , 7.318633e+05 ) 
2238 ( -3.888187e+05 , 2.387420e+05 ) 
2239 ( 1.076639e+06 , 2.027768e+06 ) 
2240 ( 1.831679e+05 , 1.447727e+06 ) 
2241 ( -1.419513e+06 , -1.010078e+06 ) 
2242 ( 1.070162e+06 , 3.934399e+05 ) 
2243 ( 1.561450e+06 , -6.417764e+04 ) 
2244 ( 7.711367e+05 , -7.176802e+04 ) 
2245 ( 1.157041e+06 , 1.303303e+06 ) 
2246 ( 3.508638e+05 , 1.027288e+06 ) 
2247 ( 2.846183e+04 , 1.625873e+06 ) 
2248 ( 4.090860e+05 , 1.869741e+06 ) 
2249 ( 2.013391e+05 , 1.113015e+06 ) 
2250 ( 1.426081e+06 , -2.620704e+05 ) 
2251 ( 8.858780e+05 , 7.999724e+05 ) 
2252 ( -2.712474e+05 , 1.110567e+06 ) 
2253 ( 9.717457e+05 , 1.085375e+06 ) 
2254 ( -8.375189e+05 , 7.321661e+05 ) 
2255 ( -3.499222e+05 , 6.189582e+05 ) 
2256 ( 5.590758e+04 , 9.639113e+05 ) 
2257 ( 5.927089e+05 , 2.009246e+06 ) 
2258 ( -1.438068e+05 , 1.935447e+06 ) 
2259 ( 8.403777e+05 , 1.916197e+06 ) 
2260 ( 1.181090e+06 , 2.607660e+05 ) 
2261 ( 5.664618e+05 , 8.653154e+05 ) 
2262 ( -6.326827e+04 , 1.424162e+06 ) 
2263 ( 8.854170e+05 , -1.849452e+06 ) 
2264 ( 1.435419e+06 , 1.787676e+06 ) 
2265 ( 3.931235e+05 , 9.049543e+05 ) 
2266 ( 1.751819e+05 , 5.470286e+05 ) 
2267 ( 1.027180e+06 , 1.805604e+06 ) 
2268 ( 4.309578e+05 , 1.316213e+06 ) 
2269 ( 3.949310e+05 , 6.210599e+05 ) 
2270 ( 1.238799e+05 , 4.919194e+05 ) 
2271 ( 1.273484e+06 , 5.233097e+05 ) 
2272 ( 1.478715e+06 , 1.274060e+06 ) 
2273 ( -1.262638e+06 , 7.668766e+05 ) 
2274 ( -5.597724e+05 , 5.575579e+04 ) 
2275 ( 1.599857e+05 , 1.209436e+06 ) 
2276 ( -6.882564e+05 , 9.035064e+05 ) 
2277 ( 1.726820e+06 , 9.800818e+05 ) 
2278 ( 8.207799e+05 , 1.046932e+06 ) 
2279 ( 5.446448e+05 , 1.047301e+06 ) 
2280 ( 1.451674e+05 , 8.333364e+05 ) 
2281 ( 8.570060e+05 , 7.683647e+05 ) 
2282 ( 6.111010e+05 , 7.709879e+05 ) 
2283 ( 1.086399e+04 , 8.264750e+05 ) 
2284 ( -4.328961e+05 , 1.547453e+06 ) 
2285 ( 7.153598e+05 , 3.662960e+05 ) 
2286 ( 1.000659e+06 , 6.785500e+05 ) 
2287 ( 6.377945e+05 , 1.729662e+05 ) 
2288 ( 3.216613e+05 , 3.577828e+04 ) 
2289 ( 1.835381e+06 , 1.288506e+06 ) 
2290 ( 1.179440e+06 , 1.184384e+06 ) 
2291 ( 1.024518e+06 , 8.151113e+05 ) 
2292 ( 1.197545e+06 , 8.565718e+05 ) 
2293 ( 5.153617e+05 , 2.908907e+05 ) 
2294 ( -1.727205e+05 , 9.900655e+05 ) 
2295 ( 3.828302e+05 , 1.051724e+06 ) 
2296 ( 2.111663e+05 , -4.996044e+05 ) 
2297 ( -1.103679e+06 , -2.314237e+06 ) 
2298 ( 1.187936e+06 , 6.905108e+05 ) 
2299 ( 4.617997e+05 , 1.530279e+06 ) 
2300 ( 4.848605e+05 , 1.224346e+06 ) 
2301 ( 2.011787e+06 , -4.074002e+06 ) 
2302 ( 4.037609e+06 , 2.131220e+05 ) 
2303 ( 2.324770e+06 , 1.812223e+06 ) 
2304 ( -3.688826e+06 , -1.935977e+06 ) 
2305 ( 1.033489e+06 , -1.080914e+06 ) 
2306 ( 2.556864e+06 , 4.883744e+05 ) 
2307 ( 2.160027e+06 , 5.762977e+04 ) 
2308 ( 2.202463e+06 , -1.506466e+06 ) 
2309 ( 3.826055e+06 , -4.866947e+05 ) 
2310 ( 2.225348e+06 , 1.614933e+06 ) 
2311 ( 1.967210e+06 , 1.647564e+06 ) 
2312 ( 2.858168e+06 , -2.080704e+06 ) 
2313 ( -4.085542e+04 , 2.384131e+06 ) 
2314 ( -5.911435e+05 , 1.207335e+06 ) 
2315 ( -2.438648e+05 , 1.151078e+06 ) 
2316 ( -9.720875e+05 , 2.323037e+06 ) 
2317 ( 3.217345e+05 , 2.104003e+05 ) 
2318 ( 2.606595e+05 , -8.258274e+05 ) 
2319 ( -1.220939e+06 , -1.093046e+06 ) 
2320 ( 1.461751e+06 , 3.063126e+05 ) 
2321 ( 7.829116e+05 , 1.132253e+04 ) 
2322 ( -7.267506e+04 , 6.091264e+04 ) 
2323 ( -1.338622e+06 , -3.636766e+06 ) 
2324 ( 1.163737e+06 , 4.772523e+05 ) 
2325 ( 3.928490e+05 , 1.715371e+05 ) 
2326 ( 4.065801e+05 , 8.364373e+05 ) 
2327 ( 5.059548e+05 , -6.489472e+05 ) 
2328 ( 1.060212e+05 , -2.222012e+06 ) 
2329 ( -2.004969e+05 , 1.202436e+06 ) 
2330 ( 7.919396e+05 , -2.480295e+05 ) 
2331 ( 1.270173e+06 , 1.387664e+04 ) 
2332 ( 4.655965e+05 , 1.365673e+06 ) 
2333 ( -2.828608e+05 , -7.565951e+05 ) 
2334 ( -5.694916e+05 , -1.004577e+06 ) 
2335 ( -3.543088e+05 , -1.265498e+06 ) 
2336 ( 3.765128e+05 , -1.107539e+06 ) 
2337 ( -4.429123e+05 , 9.630400e+05 ) 
2338 ( -8.067728e+05 , -4.426060e+05 ) 
2339 ( 5.349728e+04 , -9.601742e+05 ) 
2340 ( -7.330532e+05 , -5.279571e+05 ) 
2341 ( -9.517790e+05 , -1.566952e+04 ) 
2342 ( -1.724367e+06 , -7.833240e+05 ) 
2343 ( -1.326002e+06 , -1.226496e+06 ) 
2344 ( -1.332289e+06 , -7.497019e+05 ) 
2345 ( -1.568693e+05 , 4.692800e+05 ) 
2346 ( -2.148294e+05 , -2.837713e+05 ) 
2347 ( 3.664038e+05 , -4.519856e+05 ) 
2348 ( -1.163223e+06 , -4.533216e+05 ) 
2349 ( -1.758318e+06 , -3.156478e+05 ) 
2350 ( -2.307803e+06 , -1.333758e+06 ) 
2351 ( -8.867658e+05 , -9.528661e+05 ) 
2352 ( -9.449336e+05 , -6.707815e+05 ) 
2353 ( 9.249064e+04 , -3.255631e+06 ) 
2354 ( 2.573735e+05 , -7.805861e+05 ) 
2355 ( -4.315137e+05 , -1.200603e+06 ) 
2356 ( 1.021023e+06 , -2.405255e+06 ) 
2357 ( 6.427900e+05 , -1.117326e+06 ) 
2358 ( -1.629930e+06 , -1.497296e+06 ) 
2359 ( -1.657727e+06 , -4.274193e+05 ) 
2360 ( -1.292633e+06 , 2.573295e+05 ) 
2361 ( 6.287667e+05 , 2.489297e+06 ) 
2362 ( 7.546433e+06 , 3.313741e+06 ) 
2363 ( -8.777997e+05 , 3.277831e+06 ) 
2364 ( -2.632844e+06 , 3.567775e+06 ) 
2365 ( 1.050037e+06 , -3.062736e+06 ) 
2366 ( -7.215902e+06 , -3.834068e+06 ) 
2367 ( 4.141386e+06 , 7.841757e+05 ) 
2368 ( -9.222077e+05 , 3.256110e+05 ) 
2369 ( -1.797399e+06 , 3.155426e+04 ) 
2370 ( 1.008592e+06 , -1.567747e+02 ) 
2371 ( -3.007536e+06 , -1.503234e+06 ) 
2372 ( 7.543362e+05 , -8.295202e+04 ) 
2373 ( 3.670128e+06 , 2.052865e+05 ) 
2374 ( -5.002256e+05 , -3.904313e+04 ) 
2375 ( 2.931283e+05 , -3.549141e+05 ) 
2376 ( 7.713989e+04 , -6.619565e+05 ) 
2377 ( 7.718297e+04 , 6.334941e+04 ) 
2378 ( 7.612911e+05 , 6.605568e+04 ) 
2379 ( 8.067984e+05 , -9.116469e+05 ) 
2380 ( -1.923744e+05 , -1.327056e+06 ) 
2381 ( -9.591222e+02 , -1.855806e+06 ) 
2382 ( 2.847645e+05 , -1.336524e+06 ) 
2383 ( -1.035968e+06 , -6.344593e+05 ) 
2384 ( -9.967613e+05 , 3.635603e+05 ) 
2385 ( -1.237390e+06 , 8.593307e+05 ) 
2386 ( -8.542438e+05 , -5.416038e+05 ) 
2387 ( 9.857105e+05 , -9.971301e+05 ) 
2388 ( 2.000689e+06 , -1.272761e+06 ) 
2389 ( 1.876106e+06 , -8.484680e+05 ) 
2390 ( 4.712646e+05 , -1.123281e+05 ) 
2391 ( -5.319805e+05 , -9.346563e+05 ) 
2392 ( -9.074347e+05 , 1.362933e+05 ) 
2393 ( -6.103442e+05 , 1.137392e+05 ) 
2394 ( 1.208498e+06 , -1.059820e+06 ) 
2395 ( 1.185868e+06 , -4.043421e+05 ) 
2396 ( 1.830644e+06 , -9.741170e+05 ) 
2397 ( 2.227125e+05 , -5.581022e+05 ) 
2398 ( -1.466707e+05 , 1.208437e+05 ) 
2399 ( 3.633018e+05 , -4.426661e+05 ) 
2400 ( -1.726631e+05 , 8.543695e+05 ) 
2401 ( -2.131692e+05 , -2.929193e+05 ) 
2402 ( 1.640682e+06 , -9.521617e+05 ) 
2403 ( 1.338109e+06 , 3.030111e+05 ) 
2404 ( 1.558706e+06 , 2.887723e+05 ) 
2405 ( 7.464811e+05 , 1.177640e+06 ) 
2406 ( 3.393069e+05 , 1.458514e+06 ) 
2407 ( -9.979285e+05 , -9.259124e+05 ) 
2408 ( -2.334249e+06 , 6.951844e+05 ) 
2409 ( -8.166902e+05 , -2.346440e+05 ) 
2410 ( 7.443538e+05 , -4.351298e+05 ) 
2411 ( 4.979881e+05 , -2.568223e+06 ) 
2412 ( 2.010383e+05 , 2.323168e+05 ) 
2413 ( 5.070385e+05 , 2.591409e+06 ) 
2414 ( 1.417806e+06 , 5.393228e+05 ) 
2415 ( 1.583199e+05 , 8.684114e+05 ) 
2416 ( -1.818954e+06 , 1.690378e+06 ) 
2417 ( -1.761739e+04 , 8.068338e+05 ) 
2418 ( 4.673326e+05 , 3.176798e+05 ) 
2419 ( 9.150603e+05 , -5.878531e+05 ) 
2420 ( 1.369164e+06 , 3.549027e+04 ) 
2421 ( 1.038552e+06 , 2.293191e+05 ) 
2422 ( 7.724222e+05 , -4.750771e+05 ) 
2423 ( 2.344307e+06 , -5.666488e+05 ) 
2424 ( 6.415283e+05 , 9.812315e+05 ) 
2425 ( 1.088362e+06 , 1.344271e+06 ) 
2426 ( 1.167039e+06 , 2.391997e+04 ) 
2427 ( -2.293945e+06 , -2.235448e+05 ) 
2428 ( -2.258512e+06 , -6.400128e+05 ) 
2429 ( -1.997975e+06 , 7.670263e+05 ) 
2430 ( -1.222145e+06 , 7.546094e+05 ) 
2431 ( 2.369146e+06 , -6.439202e+04 ) 
2432 ( 1.179488e+06 , 4.408406e+05 ) 
2433 ( 4.885558e+05 , -3.326817e+05 ) 
2434 ( -4.296343e+05 , -8.463218e+05 ) 
2435 ( -2.081468e+05 , 3.418648e+05 ) 
2436 ( -1.959881e+06 , 3.158331e+05 ) 
2437 ( -2.477279e+06 , 1.655942e+06 ) 
2438 ( -4.549649e+04 , 1.014865e+06 ) 
2439 ( 6.474713e+05 , -1.353662e+06 ) 
2440 ( 1.477652e+06 , 2.797654e+05 ) 
2441 ( 8.374708e+05 , 5.799260e+05 ) 
2442 ( -8.047929e+05 , -2.961413e+05 ) 
2443 ( -1.859419e+05 , 1.258993e+06 ) 
2444 ( -6.982815e+05 , 9.397446e+05 ) 
2445 ( -3.002240e+05 , 1.350125e+06 ) 
2446 ( 1.091849e+06 , 1.094404e+06 ) 
2447 ( 1.791828e+06 , -9.078746e+05 ) 
2448 ( 6.551201e+05 , -5.857577e+05 ) 
2449 ( -7.654717e+05 , -2.596900e+05 ) 
2450 ( -2.876234e+05 , -3.055565e+04 ) 
2451 ( -7.978548e+05 , 6.688737e+05 ) 
2452 ( -2.017374e+06 , 1.578796e+06 ) 
2453 ( -1.182628e+06 , 1.824612e+06 ) 
2454 ( -8.146035e+04 , 3.354093e+05 ) 
2455 ( -1.008471e+05 , -5.608996e+05 ) 
2456 ( 3.545963e+05 , -9.684779e+05 ) 
2457 ( 3.594312e+05 , 4.409813e+04 ) 
2458 ( -1.441172e+06 , 8.738727e+05 ) 
2459 ( -7.290844e+05 , -2.708784e+05 ) 
2460 ( -2.082630e+06 , 1.158584e+06 ) 
2461 ( -1.107152e+06 , 1.207211e+06 ) 
2462 ( -9.780999e+04 , -6.955991e+05 ) 
2463 ( 6.363938e+05 , 6.489921e+05 ) 
2464 ( 1.463067e+06 , -8.665619e+05 ) 
2465 ( -3.255658e+05 , 1.417586e+05 ) 
2466 ( -1.483570e+06 , 1.145028e+06 ) 
2467 ( 2.121313e+05 , -4.385399e+05 ) 
2468 ( -4.519842e+05 , 7.609788e+05 ) 
2469 ( 6.104844e+05 , -2.666695e+05 ) 
2470 ( 1.646435e+06 , -1.207000e+06 ) 
2471 ( 6.578031e+05 , 4.591249e+05 ) 
2472 ( 1.389588e+06 , -7.054277e+05 ) 
2473 ( -1.641819e+05 , 1.464691e+06 ) 
2474 ( -5.463561e+05 , 1.414663e+06 ) 
2475 ( 5.974468e+05 , -2.563491e+06 ) 
2476 ( -1.088773e+06 , 1.194541e+06 ) 
2477 ( -8.356765e+05 , -5.308725e+05 ) 
2478 ( 1.334415e+06 , -1.869921e+06 ) 
2479 ( -1.924681e+06 , 1.610387e+06 ) 
2480 ( -2.408661e+06 , 2.759172e+06 ) 
2481 ( -2.235608e+06 , -9.406034e+04 ) 
2482 ( -1.257799e+06 , -1.572058e+06 ) 
2483 ( 2.385645e+05 , -1.694788e+06 ) 
2484 ( -2.664040e+05 , -2.599225e+06 ) 
2485 ( -3.630066e+05 , 6.313310e+05 ) 
2486 ( -3.643664e+06 , 1.497450e+06 ) 
2487 ( -2.997307e+06 , -2.529196e+05 ) 
2488 ( -3.337039e+04 , -4.521360e+05 ) 
2489 ( -2.929168e+06 , 3.264648e+06 ) 
2490 ( -1.710808e+06 , 1.341209e+06 ) 
2491 ( 1.292417e+06 , 8.039635e+04 ) 
2492 ( 1.745302e+06 , 1.139981e+06 ) 
2493 ( 2.769289e+05 , 4.324626e+05 ) 
2494 ( -1.257208e+06 , -6.107455e+05 ) 
2495 ( -1.444363e+05 , 9.184591e+05 ) 
2496 ( -8.353470e+05 , 7.903000e+04 ) 
2497 ( -3.142559e+05 , 3.766253e+05 ) 
2498 ( 1.171296e+06 , 1.431125e+06 ) 
2499 ( 8.013792e+05 , 1.141203e+06 ) 
2500 ( 1.199382e+06 , 7.955670e+05 ) 
2501 ( 8.835311e+04 , -1.450974e+06 ) 
2502 ( -4.600733e+05 , -2.986220e+05 ) 
2503 ( -5.303749e+05 , 1.359562e+06 ) 
2504 ( 7.966370e+05 , 7.064532e+05 ) 
2505 ( 1.161837e+06 , 5.836458e+05 ) 
2506 ( 1.095080e+06 , 1.371849e+06 ) 
2507 ( 7.857435e+05 , -8.745298e+04 ) 
2508 ( 1.016354e+06 , 3.352236e+05 ) 
2509 ( 1.124445e+06 , -5.870919e+05 ) 
2510 ( 1.055451e+06 , 5.653117e+04 ) 
2511 ( -2.092789e+06 , 1.935470e+06 ) 
2512 ( -5.058188e+05 , 1.057849e+06 ) 
