  Freq. No. =   1,  f = 8.7415e+03 (Hz),  k = (0.1832D+01, 0.0000D+00):
 Solution on the Boundary:
Elements: this line is just for fun 
1 ( 2.094650e+06 , 1.095560e+07 ) 
2017 ( 8.202949e+04 , -7.849419e+05 ) 
2018 ( -1.649185e+07 , -3.531945e+06 ) 
2019 ( -6.066827e+06 , -2.341775e+07 ) 
2020 ( 1.689202e+07 , -1.086514e+07 ) 
2021 ( -1.493688e+07 , -6.749035e+06 ) 
2022 ( -5.163579e+06 , -1.200977e+07 ) 
2023 ( -1.727069e+07 , -2.362570e+07 ) 
2024 ( -1.975741e+07 , -6.631003e+06 ) 
2025 ( 1.859505e+07 , -6.894789e+06 ) 
2026 ( 4.633268e+06 , -8.063897e+06 ) 
2027 ( 9.001008e+06 , 3.938167e+06 ) 
2028 ( -2.133655e+06 , -9.396561e+06 ) 
2029 ( -8.421211e+06 , -3.561976e+06 ) 
2030 ( -6.235854e+06 , 2.025730e+06 ) 
2031 ( 2.035024e+06 , -2.781395e+07 ) 
2032 ( 1.208338e+06 , -1.128209e+07 ) 
2033 ( -8.882878e+06 , -7.823742e+06 ) 
2034 ( -2.552290e+06 , -2.139258e+07 ) 
2035 ( 1.463296e+06 , -3.429834e+06 ) 
2036 ( 2.841207e+06 , -7.437766e+06 ) 
2037 ( -1.040457e+06 , -3.211341e+06 ) 
2038 ( 5.486760e+06 , -3.557617e+06 ) 
2039 ( 2.560594e+06 , 1.542317e+07 ) 
2040 ( -4.749947e+06 , 7.120413e+06 ) 
2041 ( -4.784011e+06 , -9.136142e+05 ) 
2042 ( -1.900764e+06 , -5.642354e+06 ) 
2043 ( 4.889204e+06 , 1.467107e+07 ) 
2044 ( 7.357248e+06 , 4.863292e+06 ) 
2045 ( 1.243886e+07 , 2.168794e+07 ) 
2046 ( 1.458438e+07 , 4.290804e+05 ) 
2047 ( -2.324966e+07 , 6.196089e+06 ) 
2048 ( -1.580776e+07 , 4.193228e+06 ) 
2049 ( 1.459302e+07 , -1.107216e+07 ) 
2050 ( -3.066685e+06 , -1.789730e+07 ) 
2051 ( -2.004498e+07 , 1.177219e+07 ) 
2052 ( -2.781449e+07 , 1.912088e+07 ) 
2053 ( -1.121726e+07 , -2.993286e+06 ) 
2054 ( -2.093630e+06 , -8.308564e+06 ) 
2055 ( 7.166642e+06 , -3.885979e+06 ) 
2056 ( -1.473506e+05 , 1.477556e+07 ) 
2057 ( 4.287595e+06 , -7.763509e+06 ) 
2058 ( 8.588878e+06 , -1.007673e+07 ) 
2059 ( -1.303092e+07 , -1.428448e+07 ) 
2060 ( 8.318441e+06 , -6.390057e+06 ) 
2061 ( -3.371255e+06 , -5.686157e+06 ) 
2062 ( -9.203128e+05 , 1.287815e+07 ) 
2063 ( -5.284056e+06 , 6.728228e+06 ) 
2064 ( 2.425171e+06 , -3.669330e+06 ) 
2065 ( -1.183787e+06 , -2.903580e+05 ) 
2066 ( 5.803494e+06 , 1.054696e+07 ) 
2067 ( -6.578567e+06 , 5.588804e+06 ) 
2068 ( -8.463689e+06 , -2.942364e+06 ) 
2069 ( -1.322176e+06 , -3.834683e+06 ) 
2070 ( 2.321377e+06 , -1.767647e+07 ) 
2071 ( -1.688678e+07 , 6.088204e+05 ) 
2072 ( -1.431904e+07 , -2.351815e+06 ) 
2073 ( 4.369635e+06 , -1.886680e+07 ) 
2074 ( 5.780093e+06 , -5.184025e+06 ) 
2075 ( -4.892284e+06 , 4.555718e+06 ) 
2076 ( -1.334497e+07 , 9.466039e+06 ) 
2077 ( 9.006321e+06 , -9.233056e+05 ) 
2078 ( -9.878642e+06 , -2.050244e+07 ) 
2079 ( 6.408084e+06 , -8.841501e+06 ) 
2080 ( 1.100026e+07 , -1.988481e+06 ) 
2081 ( 6.382672e+05 , 9.094653e+06 ) 
2082 ( -9.634782e+06 , -2.354296e+06 ) 
2083 ( -1.968708e+06 , -1.688346e+06 ) 
2084 ( -4.971189e+06 , 5.774818e+05 ) 
2085 ( -1.177808e+07 , 1.153573e+07 ) 
2086 ( -8.740294e+06 , -8.117936e+06 ) 
2087 ( -6.174434e+06 , -4.984757e+06 ) 
2088 ( -1.558424e+06 , 4.663032e+06 ) 
2089 ( -2.380376e+06 , -7.439419e+06 ) 
2090 ( -8.175415e+06 , 6.812628e+06 ) 
2091 ( -4.485592e+05 , 9.921350e+06 ) 
2092 ( 9.844873e+06 , 5.934542e+06 ) 
2093 ( 3.989210e+06 , -5.969677e+05 ) 
2094 ( 6.137538e+06 , 9.149430e+06 ) 
2095 ( 4.342542e+06 , 1.545880e+07 ) 
2096 ( 2.731441e+06 , -4.520264e+06 ) 
2097 ( -2.365584e+06 , 6.230033e+06 ) 
2098 ( -2.826356e+06 , -5.655284e+06 ) 
2099 ( 8.297779e+06 , 1.924034e+06 ) 
2100 ( -1.720142e+06 , 1.023219e+07 ) 
2101 ( -5.603206e+06 , 2.225957e+06 ) 
2102 ( 2.725492e+06 , -4.839711e+05 ) 
2103 ( -1.866096e+06 , 7.515393e+06 ) 
2104 ( -1.117649e+06 , 8.951742e+06 ) 
2105 ( 3.865146e+06 , -1.112567e+07 ) 
2106 ( 2.389088e+06 , -3.884570e+06 ) 
2107 ( -1.059718e+06 , 4.949495e+06 ) 
2108 ( -8.679361e+06 , 9.318320e+05 ) 
2109 ( 1.052713e+07 , 1.142225e+07 ) 
2110 ( 1.263006e+07 , 2.317254e+06 ) 
2111 ( 1.322278e+07 , 2.233437e+06 ) 
2112 ( 1.289540e+06 , 8.770286e+06 ) 
2113 ( 4.675268e+06 , -5.424675e+04 ) 
2114 ( 6.722894e+06 , -1.316689e+07 ) 
2115 ( 3.729384e+05 , -1.501389e+07 ) 
2116 ( -2.365137e+06 , 8.716989e+06 ) 
2117 ( 9.953349e+05 , -2.117146e+06 ) 
2118 ( -1.323578e+06 , -3.797933e+05 ) 
2119 ( 4.713050e+05 , -1.017922e+07 ) 
2120 ( 5.469220e+05 , -1.006452e+07 ) 
2121 ( -8.927714e+06 , -1.936366e+07 ) 
2122 ( -1.539019e+07 , -1.525504e+07 ) 
2123 ( -1.361302e+07 , -1.522779e+07 ) 
2124 ( 1.218351e+06 , -1.523513e+07 ) 
2125 ( 7.365919e+05 , -1.730042e+07 ) 
2126 ( -1.988017e+07 , -1.343295e+07 ) 
2127 ( -1.397882e+07 , -8.888196e+06 ) 
2128 ( -9.132046e+06 , -2.372543e+07 ) 
2129 ( -9.387797e+06 , -1.549615e+07 ) 
2130 ( 7.559290e+06 , -2.122228e+07 ) 
2131 ( 2.497358e+06 , -1.915025e+07 ) 
2132 ( 6.759749e+05 , -3.383468e+07 ) 
2133 ( -1.558597e+06 , -1.555011e+07 ) 
2134 ( 4.353415e+06 , -1.576798e+07 ) 
2135 ( 1.529513e+06 , -2.181521e+07 ) 
2136 ( -1.194284e+07 , -2.738011e+07 ) 
2137 ( -1.312529e+07 , -8.682151e+06 ) 
2138 ( 5.974285e+06 , -2.921492e+07 ) 
2139 ( -4.069944e+06 , -2.815099e+07 ) 
2140 ( -6.363413e+06 , -1.885790e+07 ) 
2141 ( -9.578612e+06 , -2.746893e+07 ) 
2142 ( -5.900529e+06 , -3.764672e+07 ) 
2143 ( -1.581065e+06 , -2.025271e+07 ) 
2144 ( -2.356766e+06 , -2.881480e+07 ) 
2145 ( -9.896442e+06 , -1.559082e+07 ) 
2146 ( -1.110679e+07 , -5.198563e+06 ) 
2147 ( -8.658437e+06 , -9.383103e+06 ) 
2148 ( 1.226330e+06 , -4.220442e+07 ) 
2149 ( 2.150337e+06 , -1.225239e+07 ) 
2150 ( -1.406123e+07 , -9.279064e+06 ) 
2151 ( 1.476192e+07 , 3.730282e+06 ) 
2152 ( 3.210628e+06 , -2.348081e+07 ) 
2153 ( -1.795087e+07 , -9.454875e+05 ) 
2154 ( -2.261852e+07 , 2.341484e+07 ) 
2155 ( 1.877637e+07 , -8.509697e+06 ) 
2156 ( -9.588224e+06 , 1.345656e+07 ) 
2157 ( -6.416015e+06 , -8.594504e+06 ) 
2158 ( 1.645317e+07 , 1.910746e+06 ) 
2159 ( -4.406143e+06 , 3.185407e+07 ) 
2160 ( 3.024372e+07 , 1.501635e+07 ) 
2161 ( -8.546133e+06 , 2.750425e+07 ) 
2162 ( -4.539667e+06 , 1.866426e+07 ) 
2163 ( 3.759076e+07 , 7.735149e+06 ) 
2164 ( 2.855124e+07 , 2.603719e+07 ) 
2165 ( -3.082682e+07 , 1.224643e+07 ) 
2166 ( -4.475798e+07 , 1.692789e+07 ) 
2167 ( 4.132596e+07 , 4.809622e+07 ) 
2168 ( 1.768574e+07 , 3.753989e+07 ) 
2169 ( 9.409421e+06 , 2.217740e+07 ) 
2170 ( 2.109230e+07 , 4.575127e+07 ) 
2171 ( -1.835463e+07 , 2.914485e+07 ) 
2172 ( -1.815027e+07 , 1.714381e+07 ) 
2173 ( 8.973615e+06 , 2.672764e+07 ) 
2174 ( 1.129414e+07 , 2.133969e+07 ) 
2175 ( 2.427442e+07 , 6.027919e+07 ) 
2176 ( 2.482030e+07 , 5.306524e+07 ) 
2177 ( 5.522942e+07 , 3.752006e+07 ) 
2178 ( 1.734768e+07 , 9.188402e+07 ) 
2179 ( 2.388170e+07 , 7.350622e+07 ) 
2180 ( 3.636518e+07 , 3.655467e+07 ) 
2181 ( -1.012014e+06 , 6.082450e+07 ) 
2182 ( 3.297826e+07 , 3.453814e+07 ) 
2183 ( 6.915611e+06 , 2.362030e+07 ) 
2184 ( 1.427272e+07 , 3.865428e+07 ) 
2185 ( 8.459617e+06 , 4.092042e+07 ) 
2186 ( 2.292138e+07 , 1.784540e+07 ) 
2187 ( 1.046220e+07 , 3.988985e+07 ) 
2188 ( 2.116350e+07 , 3.734342e+07 ) 
2189 ( -5.250914e+06 , 2.303205e+07 ) 
2190 ( 2.564208e+07 , 2.777319e+07 ) 
2191 ( 2.206617e+07 , 3.122200e+07 ) 
2192 ( 1.279574e+07 , 2.669321e+07 ) 
2193 ( 9.986372e+06 , 3.120222e+07 ) 
2194 ( 8.080577e+06 , 4.723731e+07 ) 
2195 ( 1.400515e+07 , 3.898852e+07 ) 
2196 ( 2.288607e+07 , 5.180866e+07 ) 
2197 ( 7.686765e+06 , 1.839766e+07 ) 
2198 ( 4.249471e+06 , 2.439546e+06 ) 
2199 ( 1.524219e+07 , 3.193727e+07 ) 
2200 ( 2.258185e+07 , 1.395006e+07 ) 
2201 ( -8.183681e+06 , 9.426294e+06 ) 
2202 ( -7.048755e+06 , 5.017191e+06 ) 
2203 ( 9.007678e+06 , 1.752166e+07 ) 
2204 ( 3.761883e+06 , 1.394075e+06 ) 
2205 ( -5.922653e+06 , 1.878768e+05 ) 
2206 ( 1.220839e+07 , 2.352302e+07 ) 
2207 ( 7.343262e+06 , -1.129553e+07 ) 
2208 ( 7.900305e+06 , 5.533904e+05 ) 
2209 ( 1.812645e+06 , -1.272297e+06 ) 
2210 ( -7.213343e+06 , -3.436135e+06 ) 
2211 ( -8.226091e+06 , 1.790282e+06 ) 
2212 ( -9.692321e+06 , -5.664549e+06 ) 
2213 ( -6.872504e+06 , -6.340772e+06 ) 
2214 ( -1.342029e+07 , -1.135806e+06 ) 
2215 ( 6.843285e+06 , -8.990839e+06 ) 
2216 ( 7.391142e+05 , -1.846596e+06 ) 
2217 ( -4.828078e+06 , -1.637554e+07 ) 
2218 ( -2.236006e+06 , -7.129090e+06 ) 
2219 ( 4.039235e+06 , -9.911975e+06 ) 
2220 ( -1.631735e+06 , -2.497685e+06 ) 
2221 ( -2.650284e+06 , 4.092822e+06 ) 
2222 ( -4.146806e+06 , -7.122368e+06 ) 
2223 ( -1.084369e+05 , 3.843108e+06 ) 
2224 ( -2.770161e+06 , -7.869974e+06 ) 
2225 ( -3.177710e+06 , -7.147926e+06 ) 
2226 ( -5.911175e+06 , -2.387624e+06 ) 
2227 ( -2.771164e+06 , 4.319471e+05 ) 
2228 ( 1.652688e+06 , -8.637662e+06 ) 
2229 ( -2.895257e+06 , -4.854226e+06 ) 
2230 ( -9.977522e+06 , -3.746868e+05 ) 
2231 ( 1.131358e+06 , -4.072580e+06 ) 
2232 ( -7.395375e+06 , 2.655836e+06 ) 
2233 ( -1.768130e+06 , 5.458265e+05 ) 
2234 ( -1.229131e+06 , 2.787904e+06 ) 
2235 ( -7.597323e+05 , -4.301298e+06 ) 
2236 ( 4.796279e+06 , -5.818298e+06 ) 
2237 ( 9.001693e+06 , 4.104139e+06 ) 
2238 ( 7.589036e+06 , -1.104821e+07 ) 
2239 ( 2.480740e+06 , -1.668125e+06 ) 
2240 ( 2.598895e+06 , -2.155942e+06 ) 
2241 ( 5.014477e+05 , -1.171250e+07 ) 
2242 ( -1.552734e+05 , 1.368405e+07 ) 
2243 ( 6.612634e+06 , 6.319043e+05 ) 
2244 ( 1.117989e+07 , 3.217142e+06 ) 
2245 ( -1.062394e+06 , 1.245078e+07 ) 
2246 ( 8.381843e+06 , -3.825721e+06 ) 
2247 ( -7.625021e+06 , 1.179599e+07 ) 
2248 ( -1.041488e+07 , 1.343828e+07 ) 
2249 ( -6.582039e+06 , 7.635076e+06 ) 
2250 ( 1.266265e+07 , 8.180900e+06 ) 
2251 ( -1.274559e+07 , 7.743393e+05 ) 
2252 ( -9.483470e+06 , -5.500590e+06 ) 
2253 ( -1.426940e+07 , 1.991507e+06 ) 
2254 ( -7.925069e+06 , 1.704143e+06 ) 
2255 ( 1.177841e+06 , -1.268471e+06 ) 
2256 ( 3.094346e+06 , 9.407705e+06 ) 
2257 ( -2.292188e+06 , -4.618078e+06 ) 
2258 ( -4.777803e+06 , -5.244741e+06 ) 
2259 ( -1.691523e+06 , -2.072355e+06 ) 
2260 ( 6.541397e+06 , -2.796071e+06 ) 
2261 ( -3.128328e+06 , 6.498017e+06 ) 
2262 ( -3.749606e+06 , 1.525208e+04 ) 
2263 ( 1.629550e+07 , -5.390738e+06 ) 
2264 ( -1.316669e+06 , 2.995107e+06 ) 
2265 ( -1.655972e+06 , 5.288159e+06 ) 
2266 ( -1.636139e+06 , -1.444420e+06 ) 
2267 ( -1.287354e+06 , 2.194619e+06 ) 
2268 ( 1.730144e+06 , -6.882453e+06 ) 
2269 ( 1.289875e+06 , 2.736845e+06 ) 
2270 ( -7.600026e+06 , 3.549438e+06 ) 
2271 ( 6.687725e+06 , -5.015299e+05 ) 
2272 ( 1.052450e+06 , -5.932348e+06 ) 
2273 ( 2.634988e+06 , -5.758286e+06 ) 
2274 ( 6.879921e+06 , -3.666164e+05 ) 
2275 ( -1.204897e+07 , -5.468987e+06 ) 
2276 ( -8.757687e+06 , -8.978704e+06 ) 
2277 ( 7.887475e+06 , 6.013024e+06 ) 
2278 ( -2.459288e+06 , 7.729342e+06 ) 
2279 ( -6.994029e+05 , -3.250816e+06 ) 
2280 ( 2.778772e+05 , -2.708429e+06 ) 
2281 ( -2.544915e+06 , 4.040748e+06 ) 
2282 ( -6.730835e+06 , 5.023387e+06 ) 
2283 ( -6.523991e+06 , -1.070750e+06 ) 
2284 ( -9.844480e+06 , -2.127481e+06 ) 
2285 ( 1.653440e+06 , 2.599493e+06 ) 
2286 ( 2.190755e+06 , 2.722986e+06 ) 
2287 ( 4.907698e+06 , 7.007013e+05 ) 
2288 ( 3.125186e+06 , 4.720419e+06 ) 
2289 ( 3.559356e+06 , 4.989603e+06 ) 
2290 ( 2.238344e+06 , 1.549396e+07 ) 
2291 ( -1.832978e+06 , 2.267307e+07 ) 
2292 ( 1.915438e+07 , -1.042929e+07 ) 
2293 ( -1.337732e+07 , 1.919932e+07 ) 
2294 ( -1.177211e+07 , 4.923986e+06 ) 
2295 ( -9.310882e+05 , 8.430252e+06 ) 
2296 ( 8.545867e+06 , 7.167937e+06 ) 
2297 ( 2.370211e+06 , -2.848506e+06 ) 
2298 ( -7.250340e+06 , -2.882176e+06 ) 
2299 ( 5.307005e+06 , 9.575085e+05 ) 
2300 ( -5.153761e+06 , 8.879349e+05 ) 
2301 ( -2.872948e+06 , 1.224391e+07 ) 
2302 ( -8.993223e+06 , 1.499009e+06 ) 
2303 ( -3.981068e+06 , 9.747724e+06 ) 
2304 ( -3.236499e+07 , 4.299081e+07 ) 
2305 ( -2.456897e+07 , -1.421040e+07 ) 
2306 ( -6.820118e+05 , -1.238606e+07 ) 
2307 ( -6.175865e+06 , -7.005972e+06 ) 
2308 ( -1.819017e+07 , 5.854236e+05 ) 
2309 ( -1.790177e+07 , -1.151042e+07 ) 
2310 ( 1.234067e+07 , 3.161824e+06 ) 
2311 ( 1.590383e+07 , -2.397445e+07 ) 
2312 ( -2.067727e+07 , -5.513708e+06 ) 
2313 ( 6.682638e+06 , -2.138659e+07 ) 
2314 ( -4.519119e+06 , -6.237178e+06 ) 
2315 ( -1.536726e+07 , 1.106238e+05 ) 
2316 ( -2.364380e+07 , 1.100040e+07 ) 
2317 ( -1.724084e+07 , 2.283063e+06 ) 
2318 ( 1.278172e+07 , -1.617716e+07 ) 
2319 ( 2.715648e+06 , -1.189879e+07 ) 
2320 ( -3.162649e+06 , -2.610424e+07 ) 
2321 ( 2.030383e+06 , -3.045031e+07 ) 
2322 ( -9.059994e+06 , -4.873639e+06 ) 
2323 ( -1.183004e+07 , -1.155102e+07 ) 
2324 ( -1.714032e+07 , 1.173502e+06 ) 
2325 ( 9.652524e+06 , -1.764333e+07 ) 
2326 ( 5.681855e+06 , -3.174910e+07 ) 
2327 ( -1.964311e+07 , -1.841780e+07 ) 
2328 ( -1.029377e+07 , -3.609088e+07 ) 
2329 ( 1.388911e+07 , -2.272335e+07 ) 
2330 ( -1.295056e+06 , -3.867805e+07 ) 
2331 ( -2.257743e+07 , -1.284756e+07 ) 
2332 ( 6.157741e+06 , -3.183814e+07 ) 
2333 ( 1.310807e+07 , -5.865438e+06 ) 
2334 ( 5.486349e+06 , -3.886619e+07 ) 
2335 ( -1.176800e+07 , -1.785077e+07 ) 
2336 ( 5.264661e+06 , -3.327692e+07 ) 
2337 ( 9.462774e+06 , -9.626476e+06 ) 
2338 ( -3.184515e+06 , -2.474979e+07 ) 
2339 ( -2.021403e+07 , -1.810176e+07 ) 
2340 ( 7.594392e+06 , -4.147395e+07 ) 
2341 ( 2.576839e+07 , 4.404201e+06 ) 
2342 ( 6.803911e+06 , -1.779976e+07 ) 
2343 ( -7.987949e+06 , -2.495289e+07 ) 
2344 ( 1.213009e+07 , -2.232282e+07 ) 
2345 ( 7.654358e+06 , 1.396633e+07 ) 
2346 ( -3.769881e+06 , -9.594678e+06 ) 
2347 ( -2.488891e+07 , -7.128948e+06 ) 
2348 ( 1.064346e+06 , -7.363130e+06 ) 
2349 ( 1.919222e+07 , 8.037192e+06 ) 
2350 ( -1.309161e+07 , 6.458057e+06 ) 
2351 ( -7.332952e+06 , -9.437269e+06 ) 
2352 ( 1.473748e+07 , -1.694583e+07 ) 
2353 ( 1.240400e+07 , 2.186551e+07 ) 
2354 ( 1.366256e+07 , 5.256213e+06 ) 
2355 ( -4.771569e+05 , 2.145122e+07 ) 
2356 ( 5.929077e+06 , 3.498244e+07 ) 
2357 ( 9.322706e+06 , 3.992473e+07 ) 
2358 ( 1.170592e+06 , 2.809606e+07 ) 
2359 ( -2.887770e+06 , 1.322908e+07 ) 
2360 ( -5.251750e+06 , 4.329751e+07 ) 
2361 ( 9.754304e+06 , 6.890473e+07 ) 
2362 ( 1.354956e+07 , 5.153849e+07 ) 
2363 ( 2.312239e+07 , 4.482279e+07 ) 
2364 ( 1.107935e+07 , 3.887340e+07 ) 
2365 ( 2.302098e+07 , 6.096727e+07 ) 
2366 ( 2.875572e+07 , 3.218111e+06 ) 
2367 ( -2.049084e+07 , 9.131552e+06 ) 
2368 ( -1.851802e+07 , 2.225439e+07 ) 
2369 ( 3.463348e+07 , 1.187391e+07 ) 
2370 ( 3.449106e+07 , 4.229057e+07 ) 
2371 ( -7.654711e+06 , 4.488499e+07 ) 
2372 ( -1.634251e+06 , 6.534979e+07 ) 
2373 ( 1.324618e+07 , 3.028670e+07 ) 
2374 ( 1.687902e+07 , 4.185493e+07 ) 
2375 ( 1.315117e+07 , 3.690058e+07 ) 
2376 ( 1.598819e+07 , 6.059132e+07 ) 
2377 ( 1.981049e+07 , 2.371441e+07 ) 
2378 ( 9.153237e+06 , 6.013597e+07 ) 
2379 ( 1.105903e+07 , 3.649367e+07 ) 
2380 ( 7.952996e+06 , 5.143053e+07 ) 
2381 ( 3.863731e+06 , 2.247133e+07 ) 
2382 ( 1.301194e+07 , 5.857428e+07 ) 
2383 ( 1.305787e+07 , 3.397847e+07 ) 
2384 ( 1.919060e+06 , 5.796690e+07 ) 
2385 ( 9.158391e+06 , 2.933369e+07 ) 
2386 ( 6.180892e+06 , 5.630377e+07 ) 
2387 ( 5.596115e+06 , 3.419710e+07 ) 
2388 ( 1.394635e+07 , 5.728634e+07 ) 
2389 ( 1.394378e+07 , 2.294562e+07 ) 
2390 ( -2.728729e+06 , 5.576185e+07 ) 
2391 ( 6.423943e+06 , 1.554736e+07 ) 
2392 ( 1.154088e+07 , 3.903563e+07 ) 
2393 ( 7.882483e+06 , 1.850286e+07 ) 
2394 ( 2.039341e+06 , 5.121678e+07 ) 
2395 ( -1.400433e+06 , 2.131374e+07 ) 
2396 ( 1.860173e+07 , 3.438883e+07 ) 
2397 ( 1.315251e+07 , 1.931332e+07 ) 
2398 ( 3.290733e+06 , 4.038890e+07 ) 
2399 ( 7.910724e+06 , 1.266100e+07 ) 
2400 ( 1.381537e+07 , 1.472202e+07 ) 
2401 ( 4.503814e+06 , 5.931048e+06 ) 
2402 ( 9.207440e+06 , 2.682202e+07 ) 
2403 ( -5.262159e+06 , 2.325127e+07 ) 
2404 ( 5.833493e+06 , 2.767354e+05 ) 
2405 ( -1.866181e+06 , -5.914606e+06 ) 
2406 ( -5.461325e+06 , 7.883811e+06 ) 
2407 ( -3.500328e+05 , -6.722449e+06 ) 
2408 ( 8.888678e+06 , -5.086163e+06 ) 
2409 ( 9.034444e+06 , 7.751778e+06 ) 
2410 ( 5.713950e+05 , 2.784500e+05 ) 
2411 ( 6.290640e+05 , -4.862357e+06 ) 
2412 ( -2.347235e+06 , 1.067113e+07 ) 
2413 ( -1.128074e+07 , -6.023717e+06 ) 
2414 ( -1.215013e+07 , -3.610310e+06 ) 
2415 ( -1.151582e+07 , 6.018867e+06 ) 
2416 ( -6.557148e+06 , -7.188531e+06 ) 
2417 ( 1.329111e+07 , 4.278608e+06 ) 
2418 ( 2.911004e+06 , -5.780539e+06 ) 
2419 ( -7.334335e+06 , -6.693511e+05 ) 
2420 ( 7.579853e+06 , -1.701089e+06 ) 
2421 ( 9.520139e+06 , -8.211121e+06 ) 
2422 ( 2.679066e+06 , -4.233307e+06 ) 
2423 ( -8.692462e+06 , -1.764189e+07 ) 
2424 ( 3.658827e+06 , -7.708636e+06 ) 
2425 ( 3.691815e+06 , 3.255484e+06 ) 
2426 ( 1.124130e+07 , -1.186350e+07 ) 
2427 ( -8.646232e+06 , -4.652373e+06 ) 
2428 ( -2.026157e+07 , -1.106630e+06 ) 
2429 ( -3.267979e+06 , 1.584305e+07 ) 
2430 ( -6.164177e+06 , -1.585720e+06 ) 
2431 ( -6.966031e+06 , -8.854993e+06 ) 
2432 ( -8.784379e+06 , -1.143819e+07 ) 
2433 ( 4.718250e+04 , 1.298714e+07 ) 
2434 ( -1.218994e+07 , -5.367445e+06 ) 
2435 ( -5.661785e+06 , -1.563937e+07 ) 
2436 ( 3.824008e+06 , -8.329789e+06 ) 
2437 ( 4.839145e+06 , 1.557153e+07 ) 
2438 ( -6.000591e+06 , -1.120809e+07 ) 
2439 ( -2.332922e+07 , -3.813825e+06 ) 
2440 ( -8.776299e+06 , 1.036033e+07 ) 
2441 ( 1.132918e+06 , 2.477031e+07 ) 
2442 ( -7.232314e+05 , -1.361679e+06 ) 
2443 ( -6.994937e+05 , -1.190230e+07 ) 
2444 ( 9.659433e+06 , -1.929892e+07 ) 
2445 ( 1.673376e+07 , 2.757747e+06 ) 
2446 ( 7.500204e+06 , -2.021988e+05 ) 
2447 ( -5.655083e+06 , -1.286373e+07 ) 
2448 ( -1.962667e+05 , -1.719905e+06 ) 
2449 ( -2.880798e+06 , 2.807102e+07 ) 
2450 ( 3.197498e+05 , -9.935711e+06 ) 
2451 ( -8.692005e+06 , -1.600810e+07 ) 
2452 ( 8.724550e+06 , -6.323552e+06 ) 
2453 ( 1.174756e+07 , 8.275672e+06 ) 
2454 ( 8.769885e+05 , -9.830613e+06 ) 
2455 ( -7.101403e+06 , -6.231895e+06 ) 
2456 ( -1.162738e+07 , -2.489703e+05 ) 
2457 ( 1.342216e+07 , 1.568597e+07 ) 
2458 ( 1.139526e+07 , -3.465310e+05 ) 
2459 ( -1.802632e+07 , -3.180062e+06 ) 
2460 ( 1.209819e+07 , 8.579806e+06 ) 
2461 ( 2.186704e+07 , 1.044969e+07 ) 
2462 ( -1.449539e+07 , 2.256599e+06 ) 
2463 ( -1.047469e+07 , 2.366266e+06 ) 
2464 ( 3.990557e+06 , 6.470829e+06 ) 
2465 ( 6.902888e+06 , 3.200889e+06 ) 
2466 ( 8.122983e+06 , 9.591195e+06 ) 
2467 ( 6.517999e+06 , 5.574629e+06 ) 
2468 ( 2.731426e+06 , -4.456434e+06 ) 
2469 ( 9.768967e+06 , -1.219161e+07 ) 
2470 ( 1.238393e+07 , -1.324078e+06 ) 
2471 ( -1.560118e+06 , 8.283954e+06 ) 
2472 ( 8.585334e+06 , -8.054030e+06 ) 
2473 ( -7.951535e+06 , 7.188472e+06 ) 
2474 ( -5.125613e+06 , 2.371253e+06 ) 
2475 ( 1.032479e+07 , 8.648548e+05 ) 
2476 ( 1.505098e+06 , -1.299432e+07 ) 
2477 ( -7.142294e+06 , -2.093132e+07 ) 
2478 ( 1.117695e+07 , -1.905384e+07 ) 
2479 ( 4.990581e+06 , -1.309918e+06 ) 
2480 ( 5.745546e+06 , -7.401866e+06 ) 
2481 ( -5.772752e+06 , -1.204567e+07 ) 
2482 ( -1.285993e+07 , -6.056195e+06 ) 
2483 ( -1.117156e+07 , 1.466041e+07 ) 
2484 ( -4.959666e+06 , 5.566502e+06 ) 
2485 ( -1.224396e+06 , 9.607409e+06 ) 
2486 ( 1.141541e+07 , -3.217058e+06 ) 
2487 ( 1.842593e+06 , -2.855625e+05 ) 
2488 ( -8.985718e+06 , 3.765697e+06 ) 
2489 ( 1.004040e+07 , -6.185399e+06 ) 
2490 ( 4.669826e+04 , -4.466891e+06 ) 
2491 ( 7.352786e+06 , 6.844263e+06 ) 
2492 ( 9.135085e+06 , 2.203113e+06 ) 
2493 ( -4.142500e+06 , 3.374640e+06 ) 
2494 ( -3.185786e+06 , 3.591543e+06 ) 
2495 ( 2.610912e+06 , 9.761206e+05 ) 
2496 ( 4.583492e+06 , -5.763979e+06 ) 
2497 ( -9.284273e+05 , -5.502788e+06 ) 
2498 ( 1.227734e+07 , -4.261524e+06 ) 
2499 ( -2.238638e+06 , 7.464412e+06 ) 
2500 ( -2.869669e+06 , -1.060705e+06 ) 
2501 ( 5.560140e+05 , 1.196480e+06 ) 
2502 ( -1.783194e+06 , -2.380553e+06 ) 
2503 ( 1.201336e+07 , 1.117723e+07 ) 
2504 ( 5.989423e+06 , -1.251815e+07 ) 
2505 ( -1.618641e+07 , -8.439874e+06 ) 
2506 ( -1.506445e+06 , -4.098557e+06 ) 
2507 ( 8.737111e+06 , 1.196040e+07 ) 
2508 ( -3.095588e+06 , -8.393713e+06 ) 
2509 ( 1.339514e+06 , -1.661013e+07 ) 
2510 ( 7.139272e+06 , -1.470763e+07 ) 
2511 ( -2.180717e+06 , 1.367749e+07 ) 
2512 ( 1.786638e+06 , -1.853520e+07 ) 
