  Freq. No. =   1,  f = 6.0418e+03 (Hz),  k = (0.1832D+01, 0.0000D+00):
 Solution on the Boundary:
Elements: this line is just for fun 
1 ( 3.678731e+06 , -4.713562e+06 ) 
2017 ( -3.713724e+04 , -2.107185e+06 ) 
2018 ( -5.769014e+05 , -1.474895e+06 ) 
2019 ( -4.833517e+05 , -1.870361e+06 ) 
2020 ( -9.952828e+05 , -1.096985e+06 ) 
2021 ( 8.759276e+05 , -1.904702e+06 ) 
2022 ( 1.653245e+05 , -2.373909e+06 ) 
2023 ( -5.652460e+05 , -3.266221e+06 ) 
2024 ( -1.844182e+05 , -3.183880e+06 ) 
2025 ( -1.345751e+06 , -2.380995e+06 ) 
2026 ( -3.643581e+05 , -1.998863e+06 ) 
2027 ( -5.034472e+05 , 3.763278e+05 ) 
2028 ( 9.009355e+05 , -3.348800e+06 ) 
2029 ( 9.054264e+05 , -2.101115e+06 ) 
2030 ( 3.366114e+05 , -6.547874e+05 ) 
2031 ( 6.991318e+05 , -1.982897e+06 ) 
2032 ( 6.506938e+04 , -1.204820e+06 ) 
2033 ( -5.948075e+05 , -2.357769e+05 ) 
2034 ( -5.206718e+04 , -4.167979e+05 ) 
2035 ( 5.569697e+04 , -1.455828e+06 ) 
2036 ( 2.180221e+05 , -1.536691e+06 ) 
2037 ( -6.492245e+05 , -3.488877e+05 ) 
2038 ( -2.271286e+06 , 1.812822e+05 ) 
2039 ( 3.578404e+05 , -5.424921e+04 ) 
2040 ( 7.921068e+05 , -8.457381e+05 ) 
2041 ( -2.779908e+06 , -2.153765e+05 ) 
2042 ( -2.875298e+06 , 8.529776e+05 ) 
2043 ( 1.056562e+06 , 4.924893e+05 ) 
2044 ( -4.583299e+05 , -3.621991e+05 ) 
2045 ( -2.149495e+05 , -1.243432e+06 ) 
2046 ( 8.287465e+05 , -1.843742e+06 ) 
2047 ( -2.731824e+05 , 7.938661e+05 ) 
2048 ( -6.106669e+05 , 4.272384e+05 ) 
2049 ( 1.620904e+06 , -3.012083e+06 ) 
2050 ( 1.415408e+06 , -9.806031e+05 ) 
2051 ( 8.613892e+04 , 1.134844e+06 ) 
2052 ( -2.165489e+05 , 1.358050e+06 ) 
2053 ( -1.641819e+06 , -1.388011e+05 ) 
2054 ( 1.136217e+06 , -1.194408e+06 ) 
2055 ( -1.849822e+06 , -1.783188e+06 ) 
2056 ( -2.680302e+05 , 3.180616e+05 ) 
2057 ( -2.100642e+06 , -8.897698e+05 ) 
2058 ( 2.420147e+05 , 1.324075e+06 ) 
2059 ( 2.956180e+06 , 1.026337e+06 ) 
2060 ( -4.266813e+05 , -5.068785e+03 ) 
2061 ( 2.259967e+04 , -1.101264e+05 ) 
2062 ( 5.424795e+05 , 6.517298e+05 ) 
2063 ( -3.761081e+05 , 2.965796e+05 ) 
2064 ( -1.115236e+06 , -1.213726e+06 ) 
2065 ( 9.006389e+05 , 1.896658e+06 ) 
2066 ( 8.237286e+05 , 4.817751e+05 ) 
2067 ( 3.300197e+05 , 1.299146e+06 ) 
2068 ( 1.233396e+06 , 2.322785e+06 ) 
2069 ( -3.899491e+05 , -1.307991e+06 ) 
2070 ( -4.015279e+05 , -1.352418e+06 ) 
2071 ( 2.719750e+05 , -2.429591e+05 ) 
2072 ( 4.521357e+05 , 4.868090e+05 ) 
2073 ( -3.774245e+05 , -1.090454e+06 ) 
2074 ( 6.425010e+04 , 1.837034e+05 ) 
2075 ( -2.885238e+05 , -2.864364e+05 ) 
2076 ( 4.274772e+03 , -5.460902e+05 ) 
2077 ( 9.139726e+04 , -2.491900e+05 ) 
2078 ( -3.355279e+05 , -2.801198e+06 ) 
2079 ( 6.770715e+05 , 1.231632e+06 ) 
2080 ( -2.432164e+05 , 2.875651e+05 ) 
2081 ( 9.706456e+05 , 1.766250e+06 ) 
2082 ( 6.904712e+05 , -1.074038e+05 ) 
2083 ( 5.698613e+05 , 1.090346e+06 ) 
2084 ( 1.214609e+06 , 1.586438e+06 ) 
2085 ( -2.428560e+05 , 5.546857e+05 ) 
2086 ( 1.874928e+05 , 1.690498e+06 ) 
2087 ( 4.085290e+05 , 1.745585e+06 ) 
2088 ( 8.389181e+04 , 4.132975e+05 ) 
2089 ( -6.724149e+04 , 2.883891e+04 ) 
2090 ( -5.474783e+05 , -5.185068e+05 ) 
2091 ( -1.961036e+05 , -3.699595e+05 ) 
2092 ( 8.389841e+05 , 9.717087e+05 ) 
2093 ( 3.678722e+05 , 8.024353e+05 ) 
2094 ( 2.016956e+05 , 4.505968e+05 ) 
2095 ( 1.518273e+05 , -1.354667e+05 ) 
2096 ( 5.330694e+05 , 1.386239e+06 ) 
2097 ( -3.737134e+05 , 8.755555e+05 ) 
2098 ( 7.125755e+05 , 2.580529e+06 ) 
2099 ( 2.582296e+05 , 1.716951e+06 ) 
2100 ( -4.429537e+05 , 2.191441e+05 ) 
2101 ( 1.037850e+05 , 9.741849e+05 ) 
2102 ( -9.282193e+04 , 9.093946e+05 ) 
2103 ( 3.557641e+05 , 2.521165e+06 ) 
2104 ( 5.205103e+05 , 1.896683e+06 ) 
2105 ( -1.289901e+05 , 1.247337e+06 ) 
2106 ( 1.265329e+05 , 2.401566e+06 ) 
2107 ( 6.267792e+05 , 1.340438e+06 ) 
2108 ( 1.041495e+06 , 2.671022e+06 ) 
2109 ( -2.025359e+05 , 1.490031e+06 ) 
2110 ( -3.532649e+04 , 4.638046e+05 ) 
2111 ( 3.383623e+05 , -3.501123e+05 ) 
2112 ( 8.187365e+05 , 6.564891e+05 ) 
2113 ( 9.712603e+05 , 6.350196e+05 ) 
2114 ( 2.013358e+05 , 6.365802e+05 ) 
2115 ( 8.666919e+05 , 9.136685e+05 ) 
2116 ( 9.036886e+05 , 1.435265e+06 ) 
2117 ( 6.134926e+05 , 2.145061e+05 ) 
2118 ( 2.570049e+05 , 1.810173e+06 ) 
2119 ( 4.573200e+05 , 1.562961e+06 ) 
2120 ( 1.137824e+05 , 1.687886e+06 ) 
2121 ( 1.832937e+05 , -1.323479e+04 ) 
2122 ( 2.659371e+05 , 9.018008e+05 ) 
2123 ( 1.263430e+05 , 1.033384e+06 ) 
2124 ( -2.656689e+05 , 3.178736e+06 ) 
2125 ( -4.692296e+05 , 2.418121e+06 ) 
2126 ( -3.944656e+05 , 9.528558e+05 ) 
2127 ( -2.100763e+05 , 2.356152e+06 ) 
2128 ( 5.349000e+04 , 6.346999e+05 ) 
2129 ( -7.087543e+04 , 1.205525e+06 ) 
2130 ( -2.643430e+05 , 1.424380e+06 ) 
2131 ( 1.377274e+05 , 2.275437e+06 ) 
2132 ( -1.384789e+05 , 2.047510e+06 ) 
2133 ( 3.551176e+05 , 1.488074e+06 ) 
2134 ( 1.511091e+06 , 1.514242e+06 ) 
2135 ( 8.617429e+05 , 2.546485e+06 ) 
2136 ( 1.264576e+06 , 9.916691e+05 ) 
2137 ( 1.550272e+05 , 1.603218e+06 ) 
2138 ( 6.316151e+05 , 1.471962e+06 ) 
2139 ( -4.893685e+05 , 9.870694e+05 ) 
2140 ( -1.986092e+05 , 6.913809e+05 ) 
2141 ( 1.524654e+05 , 1.704383e+06 ) 
2142 ( -1.330328e+06 , 2.496285e+06 ) 
2143 ( -1.126140e+06 , 1.187223e+06 ) 
2144 ( 1.077288e+06 , 1.213620e+06 ) 
2145 ( 5.183163e+05 , 7.957284e+05 ) 
2146 ( 3.050646e+05 , 2.286882e+06 ) 
2147 ( 3.021468e+04 , 1.663672e+06 ) 
2148 ( 8.756400e+05 , 1.578902e+06 ) 
2149 ( 5.244098e+05 , 5.514730e+05 ) 
2150 ( 1.801686e+06 , 6.381268e+05 ) 
2151 ( 5.267730e+05 , 3.631234e+06 ) 
2152 ( -7.266781e+05 , 2.778658e+06 ) 
2153 ( 1.729439e+06 , -7.013650e+05 ) 
2154 ( 8.720048e+04 , -1.367351e+06 ) 
2155 ( 4.823668e+05 , 2.856213e+06 ) 
2156 ( 1.804444e+06 , 1.797137e+06 ) 
2157 ( 1.408702e+06 , 2.012826e+06 ) 
2158 ( 5.775314e+05 , 2.882371e+06 ) 
2159 ( 1.248880e+06 , -1.442349e+04 ) 
2160 ( 2.380083e+06 , 3.678707e+06 ) 
2161 ( -5.796532e+05 , 1.326301e+06 ) 
2162 ( 2.854082e+05 , 3.437289e+06 ) 
2163 ( -2.546136e+05 , -1.264297e+06 ) 
2164 ( -2.760151e+06 , -8.495672e+05 ) 
2165 ( 3.397636e+06 , -4.925801e+05 ) 
2166 ( -4.138542e+06 , -2.449245e+06 ) 
2167 ( -3.222395e+06 , -3.392074e+06 ) 
2168 ( -6.764029e+06 , -3.668948e+06 ) 
2169 ( 4.642587e+06 , 2.953577e+06 ) 
2170 ( -2.426223e+05 , -4.129715e+05 ) 
2171 ( 1.777676e+06 , 1.071117e+06 ) 
2172 ( 1.580365e+06 , 3.907730e+06 ) 
2173 ( -1.280093e+06 , 1.166381e+06 ) 
2174 ( -4.654145e+05 , 1.063048e+06 ) 
2175 ( -1.537502e+06 , -2.911403e+06 ) 
2176 ( -2.394967e+06 , -3.166240e+06 ) 
2177 ( -1.475506e+05 , 8.449495e+05 ) 
2178 ( -9.523663e+04 , -1.155725e+06 ) 
2179 ( 7.831886e+05 , -1.033935e+06 ) 
2180 ( 1.087564e+06 , -2.616892e+05 ) 
2181 ( -1.264386e+06 , -2.793752e+06 ) 
2182 ( -1.230506e+06 , 4.312590e+05 ) 
2183 ( -1.069006e+06 , -1.718911e+06 ) 
2184 ( 1.197182e+06 , -7.925610e+05 ) 
2185 ( -1.361968e+06 , -1.843307e+06 ) 
2186 ( -1.468623e+06 , -3.697454e+06 ) 
2187 ( -6.245362e+05 , -2.946836e+06 ) 
2188 ( -1.030783e+06 , -4.016268e+06 ) 
2189 ( -1.009511e+06 , -2.266262e+06 ) 
2190 ( -2.674220e+06 , -7.227143e+04 ) 
2191 ( -1.842856e+06 , -5.497986e+05 ) 
2192 ( -3.191889e+05 , 7.243719e+05 ) 
2193 ( 2.242687e+05 , -2.971384e+06 ) 
2194 ( -1.145178e+06 , -1.324516e+06 ) 
2195 ( -9.044182e+05 , -1.370454e+06 ) 
2196 ( -8.583526e+05 , -4.200565e+06 ) 
2197 ( 2.215063e+05 , -1.751949e+06 ) 
2198 ( -1.373496e+05 , -2.608631e+05 ) 
2199 ( -1.424944e+06 , -8.680929e+05 ) 
2200 ( -1.296195e+06 , -9.998993e+05 ) 
2201 ( -9.064921e+05 , -8.034354e+05 ) 
2202 ( -7.440744e+05 , 3.476275e+05 ) 
2203 ( -1.622791e+06 , -2.230865e+06 ) 
2204 ( 1.231949e+06 , -2.296411e+06 ) 
2205 ( 5.794616e+05 , -3.005149e+06 ) 
2206 ( -2.416558e+06 , -1.651886e+06 ) 
2207 ( -6.902462e+05 , -1.053983e+06 ) 
2208 ( 9.332192e+05 , -2.313887e+05 ) 
2209 ( 1.587433e+06 , -1.145430e+06 ) 
2210 ( -2.737111e+04 , -2.031881e+06 ) 
2211 ( -1.418787e+06 , -3.158093e+06 ) 
2212 ( 4.299239e+05 , -3.415508e+06 ) 
2213 ( 2.686074e+05 , -2.614871e+06 ) 
2214 ( -4.756405e+05 , -1.256016e+06 ) 
2215 ( -8.314374e+05 , -7.587584e+05 ) 
2216 ( 3.133790e+05 , -1.875290e+06 ) 
2217 ( 2.773139e+05 , -2.708037e+06 ) 
2218 ( -1.918095e+06 , -2.163072e+06 ) 
2219 ( -7.668186e+05 , -1.977526e+05 ) 
2220 ( -2.527771e+06 , -3.558021e+06 ) 
2221 ( 6.814279e+05 , 4.348712e+05 ) 
2222 ( -6.812586e+05 , -1.161969e+06 ) 
2223 ( 6.166758e+05 , 2.520227e+06 ) 
2224 ( -4.972389e+05 , -5.243161e+05 ) 
2225 ( -6.718040e+05 , -1.845721e+06 ) 
2226 ( -3.805959e+05 , -9.767537e+05 ) 
2227 ( 6.462536e+05 , -1.080901e+06 ) 
2228 ( 9.162006e+03 , -1.320506e+06 ) 
2229 ( -1.054026e+06 , -8.414499e+05 ) 
2230 ( -1.640807e+06 , -3.646869e+06 ) 
2231 ( 7.262496e+03 , -6.590475e+04 ) 
2232 ( -7.950823e+04 , 7.706871e+04 ) 
2233 ( -6.169847e+05 , -5.035729e+05 ) 
2234 ( -3.769885e+05 , -4.281969e+05 ) 
2235 ( 2.861386e+05 , -4.225100e+05 ) 
2236 ( 6.734714e+05 , 2.080327e+06 ) 
2237 ( 2.040972e+05 , -8.020544e+05 ) 
2238 ( 4.739687e+05 , -1.257389e+06 ) 
2239 ( 1.185642e+06 , -6.033850e+05 ) 
2240 ( 6.647511e+05 , -3.964021e+05 ) 
2241 ( -3.413523e+05 , -3.706415e+05 ) 
2242 ( -9.853145e+05 , -2.195325e+05 ) 
2243 ( -1.329754e+06 , 8.423455e+04 ) 
2244 ( -8.397377e+05 , -2.386511e+05 ) 
2245 ( -8.624210e+05 , 4.833689e+04 ) 
2246 ( 4.940327e+03 , 2.764107e+05 ) 
2247 ( -3.055158e+05 , -7.376672e+05 ) 
2248 ( -5.789039e+05 , 6.085539e+04 ) 
2249 ( -1.889853e+05 , -1.593722e+06 ) 
2250 ( -1.436472e+06 , -1.922255e+06 ) 
2251 ( -3.256621e+05 , -2.289313e+06 ) 
2252 ( 2.392894e+04 , -1.006803e+06 ) 
2253 ( -1.869650e+05 , -1.665767e+06 ) 
2254 ( -2.667165e+05 , -4.085131e+05 ) 
2255 ( -8.646851e+05 , 4.755818e+05 ) 
2256 ( -1.216541e+06 , -1.895796e+05 ) 
2257 ( -8.375170e+05 , -8.710290e+05 ) 
2258 ( -7.843651e+05 , 2.674523e+04 ) 
2259 ( -7.914774e+05 , -9.158448e+05 ) 
2260 ( 1.056545e+05 , -5.333706e+05 ) 
2261 ( -1.690083e+05 , -1.007675e+06 ) 
2262 ( -1.136043e+06 , -4.567722e+05 ) 
2263 ( 1.823891e+05 , 2.516447e+06 ) 
2264 ( -9.340213e+05 , 9.821081e+04 ) 
2265 ( -2.320280e+05 , -9.649369e+05 ) 
2266 ( -1.667648e+05 , -9.473731e+05 ) 
2267 ( -9.196005e+05 , -5.443640e+05 ) 
2268 ( -9.255187e+05 , -2.322721e+04 ) 
2269 ( 3.847722e+05 , 2.135263e+05 ) 
2270 ( 4.131262e+05 , 7.640724e+05 ) 
2271 ( 3.664867e+05 , 2.977170e+05 ) 
2272 ( 3.380999e+03 , 3.684478e+04 ) 
2273 ( -7.241299e+04 , -6.124133e+05 ) 
2274 ( 3.124786e+05 , -3.093016e+05 ) 
2275 ( -2.504403e+05 , 2.337579e+05 ) 
2276 ( -1.116185e+05 , 8.070943e+04 ) 
2277 ( -8.952526e+04 , 6.035136e+05 ) 
2278 ( -3.808373e+05 , 9.646897e+05 ) 
2279 ( 2.200864e+05 , -5.819239e+05 ) 
2280 ( -6.417740e+05 , -4.382584e+05 ) 
2281 ( -1.358716e+05 , -7.673098e+04 ) 
2282 ( -4.245829e+05 , 3.816635e+05 ) 
2283 ( 1.637696e+05 , -3.689961e+05 ) 
2284 ( -3.446129e+05 , -4.526468e+05 ) 
2285 ( 4.797005e+05 , 1.635524e+05 ) 
2286 ( 6.793057e+05 , -4.113286e+03 ) 
2287 ( -3.773757e+05 , -3.194967e+05 ) 
2288 ( -2.283759e+05 , -6.257723e+04 ) 
2289 ( -3.036799e+05 , 3.370454e+05 ) 
2290 ( -5.996248e+05 , 3.498913e+05 ) 
2291 ( 5.940756e+04 , -5.440364e+05 ) 
2292 ( 1.419966e+06 , 2.263617e+05 ) 
2293 ( -2.227773e+05 , -3.207532e+05 ) 
2294 ( -7.642755e+05 , 8.884850e+05 ) 
2295 ( -3.958369e+05 , 9.823851e+05 ) 
2296 ( -3.583383e+05 , 1.254953e+06 ) 
2297 ( -3.986072e+05 , -9.303772e+05 ) 
2298 ( 1.421166e+05 , -3.659076e+05 ) 
2299 ( 1.729422e+05 , 9.996856e+05 ) 
2300 ( -4.866305e+05 , 8.179478e+05 ) 
2301 ( 5.777949e+05 , -2.504525e+05 ) 
2302 ( 5.036074e+05 , 6.297135e+05 ) 
2303 ( -1.186700e+05 , 8.022281e+05 ) 
2304 ( 4.093214e+05 , 1.267028e+06 ) 
2305 ( -2.324023e+05 , 8.691982e+05 ) 
2306 ( -4.713214e+05 , 1.547031e+06 ) 
2307 ( -5.114714e+05 , 6.696006e+05 ) 
2308 ( 3.454798e+05 , 6.222050e+05 ) 
2309 ( 4.384430e+05 , 5.611843e+05 ) 
2310 ( -2.033796e+05 , 1.284755e+06 ) 
2311 ( 4.492624e+05 , 1.323692e+06 ) 
2312 ( -3.626184e+03 , 5.080826e+05 ) 
2313 ( 1.411409e+06 , 1.902824e+06 ) 
2314 ( 9.052783e+05 , 2.612871e+06 ) 
2315 ( 2.672005e+06 , 1.425289e+06 ) 
2316 ( 2.908611e+06 , 2.827389e+05 ) 
2317 ( -1.081465e+05 , -3.685856e+04 ) 
2318 ( 1.546659e+06 , 1.574943e+06 ) 
2319 ( 1.778674e+06 , -1.294320e+06 ) 
2320 ( 2.684006e+06 , 8.332239e+05 ) 
2321 ( 2.786448e+06 , 1.117031e+06 ) 
2322 ( 2.115020e+06 , -1.839279e+06 ) 
2323 ( 8.022700e+05 , 2.898996e+06 ) 
2324 ( -1.098876e+06 , 8.779803e+05 ) 
2325 ( 3.711357e+05 , 2.551490e+06 ) 
2326 ( 2.181578e+06 , 2.584208e+06 ) 
2327 ( 1.688121e+06 , 1.188460e+06 ) 
2328 ( 1.256184e+06 , 2.944003e+06 ) 
2329 ( 1.754828e+06 , 3.194154e+06 ) 
2330 ( 3.130739e+06 , 2.799627e+06 ) 
2331 ( 2.322982e+06 , 4.603202e+04 ) 
2332 ( 2.856000e+06 , 2.438952e+06 ) 
2333 ( 2.721353e+05 , 3.370945e+06 ) 
2334 ( 8.697555e+05 , 2.770742e+06 ) 
2335 ( 9.706104e+05 , 7.463349e+05 ) 
2336 ( 2.392529e+06 , 2.992064e+06 ) 
2337 ( 3.127152e+05 , 3.157850e+06 ) 
2338 ( 1.682884e+06 , 3.033529e+06 ) 
2339 ( 9.267862e+05 , 2.581887e+05 ) 
2340 ( 8.107125e+05 , 2.637174e+06 ) 
2341 ( 1.723101e+05 , 3.585517e+06 ) 
2342 ( 1.118072e+06 , 3.188603e+06 ) 
2343 ( 1.341108e+06 , 1.364665e+06 ) 
2344 ( 1.753868e+06 , 3.351060e+06 ) 
2345 ( 7.163259e+05 , 2.260634e+06 ) 
2346 ( 2.136611e+06 , 2.063545e+06 ) 
2347 ( 9.108193e+05 , 7.785255e+05 ) 
2348 ( 1.126584e+06 , 2.718603e+06 ) 
2349 ( 1.072041e+06 , 2.512916e+06 ) 
2350 ( 1.317113e+06 , 2.395229e+06 ) 
2351 ( 1.322083e+06 , 1.123282e+06 ) 
2352 ( 2.310553e+06 , 2.150641e+06 ) 
2353 ( 1.132528e+06 , 1.985574e+06 ) 
2354 ( 1.450003e+06 , 8.544634e+05 ) 
2355 ( 4.090248e+05 , 2.399701e+06 ) 
2356 ( 9.942011e+05 , 1.570824e+06 ) 
2357 ( 5.505505e+05 , 6.535818e+05 ) 
2358 ( 7.969005e+05 , 2.132418e+06 ) 
2359 ( -1.761288e+06 , 7.429377e+05 ) 
2360 ( 5.685137e+05 , 3.351350e+06 ) 
2361 ( 2.743623e+06 , 4.014354e+06 ) 
2362 ( 5.400243e+06 , 3.815540e+06 ) 
2363 ( 2.325469e+06 , 2.154098e+06 ) 
2364 ( 1.469787e+06 , 1.815005e+06 ) 
2365 ( 3.502181e+06 , -5.063821e+05 ) 
2366 ( -4.388241e+06 , -2.328628e+06 ) 
2367 ( -1.606107e+06 , -1.343689e+06 ) 
2368 ( -5.609817e+06 , -2.780569e+06 ) 
2369 ( -3.521343e+06 , -1.825905e+06 ) 
2370 ( -1.432968e+06 , -1.348729e+06 ) 
2371 ( 1.991084e+06 , -1.396882e+06 ) 
2372 ( 3.634894e+05 , -2.381339e+06 ) 
2373 ( 1.412986e+05 , -2.165173e+06 ) 
2374 ( -2.811762e+06 , -2.892270e+06 ) 
2375 ( -9.314356e+05 , -1.391716e+06 ) 
2376 ( -3.024500e+06 , -3.123841e+06 ) 
2377 ( -1.492077e+06 , -2.221723e+06 ) 
2378 ( -4.968849e+05 , -2.389965e+06 ) 
2379 ( -1.497605e+06 , -2.444887e+06 ) 
2380 ( -2.297727e+06 , -2.939727e+06 ) 
2381 ( -1.988485e+06 , -2.360317e+06 ) 
2382 ( -3.353139e+06 , -3.388868e+06 ) 
2383 ( -1.738886e+06 , -1.577397e+06 ) 
2384 ( -2.020432e+06 , -2.748156e+06 ) 
2385 ( -3.584178e+05 , -1.617590e+06 ) 
2386 ( -1.913526e+06 , -2.544197e+06 ) 
2387 ( -1.355119e+06 , -2.525986e+06 ) 
2388 ( -9.403245e+05 , -3.772976e+06 ) 
2389 ( -1.904880e+05 , -2.881950e+06 ) 
2390 ( -1.817169e+06 , -3.316509e+06 ) 
2391 ( -9.402582e+05 , -1.239689e+06 ) 
2392 ( -1.661272e+06 , -2.300240e+06 ) 
2393 ( -2.206873e+05 , -2.197191e+06 ) 
2394 ( -7.903713e+05 , -3.304892e+06 ) 
2395 ( -1.733118e+06 , -1.310026e+06 ) 
2396 ( -1.691313e+06 , -2.934766e+06 ) 
2397 ( -6.728129e+05 , -2.860811e+06 ) 
2398 ( -1.927326e+06 , -2.397027e+06 ) 
2399 ( -1.280683e+06 , -4.777560e+05 ) 
2400 ( -1.571073e+06 , -8.388480e+05 ) 
2401 ( -3.388303e+05 , -2.055721e+06 ) 
2402 ( -1.438927e+06 , -2.547715e+06 ) 
2403 ( -1.523500e+06 , -6.087107e+05 ) 
2404 ( -9.335245e+05 , -2.163496e+06 ) 
2405 ( 6.387969e+04 , -9.930465e+05 ) 
2406 ( -1.459143e+06 , -6.058538e+05 ) 
2407 ( -9.166635e+05 , -1.239712e+06 ) 
2408 ( -8.101402e+05 , -1.981716e+06 ) 
2409 ( -9.895133e+03 , -2.977936e+06 ) 
2410 ( -6.904067e+05 , -2.866382e+06 ) 
2411 ( -1.219131e+06 , -1.926527e+06 ) 
2412 ( -5.303913e+05 , 2.820700e+05 ) 
2413 ( -1.767056e+05 , 1.171305e+06 ) 
2414 ( -2.248749e+05 , -1.030108e+06 ) 
2415 ( 1.146809e+05 , -1.437916e+06 ) 
2416 ( -6.039391e+05 , -1.051530e+06 ) 
2417 ( -1.553598e+06 , -1.320709e+06 ) 
2418 ( -1.701863e+04 , -8.794832e+05 ) 
2419 ( 4.604959e+05 , 7.515301e+05 ) 
2420 ( -3.562095e+05 , -3.625337e+05 ) 
2421 ( -2.778101e+05 , -9.809916e+05 ) 
2422 ( -1.248952e+05 , -7.889301e+05 ) 
2423 ( -3.936782e+05 , 9.715250e+05 ) 
2424 ( -3.616226e+05 , -4.395739e+05 ) 
2425 ( -9.749060e+05 , -7.558263e+05 ) 
2426 ( -7.352331e+05 , 1.264717e+06 ) 
2427 ( -1.098354e+06 , -9.613614e+05 ) 
2428 ( 1.516620e+06 , -8.488585e+04 ) 
2429 ( 1.869863e+06 , -6.006613e+05 ) 
2430 ( 3.734498e+05 , -7.001196e+05 ) 
2431 ( 1.484254e+06 , -7.454972e+05 ) 
2432 ( 1.166703e+06 , 3.858748e+05 ) 
2433 ( 7.626129e+05 , 7.929046e+05 ) 
2434 ( 1.959725e+06 , 2.771924e+05 ) 
2435 ( -2.100087e+05 , -8.162168e+05 ) 
2436 ( 2.631331e+05 , 2.203971e+05 ) 
2437 ( -4.844296e+05 , 3.677911e+05 ) 
2438 ( 5.224980e+05 , 2.877271e+05 ) 
2439 ( 4.982737e+05 , -7.719647e+05 ) 
2440 ( 2.166621e+06 , 1.487127e+05 ) 
2441 ( 1.616292e+06 , 1.394751e+05 ) 
2442 ( 1.093600e+06 , 1.968879e+05 ) 
2443 ( 1.663916e+06 , -2.286133e+05 ) 
2444 ( 9.339587e+05 , 7.304309e+05 ) 
2445 ( -3.806264e+05 , 3.532897e+05 ) 
2446 ( 2.101501e+06 , 2.711698e+05 ) 
2447 ( 1.160220e+06 , -8.416810e+05 ) 
2448 ( 5.696981e+05 , 8.266505e+05 ) 
2449 ( -7.517314e+05 , 1.277694e+06 ) 
2450 ( 7.529662e+05 , 8.340189e+05 ) 
2451 ( 9.384306e+05 , -4.804016e+05 ) 
2452 ( 2.726919e+05 , 1.056434e+06 ) 
2453 ( -9.003798e+05 , 1.588825e+06 ) 
2454 ( 5.830660e+05 , 9.472846e+05 ) 
2455 ( 9.348036e+05 , -1.749739e+06 ) 
2456 ( 7.443196e+05 , -8.550465e+05 ) 
2457 ( -4.298830e+05 , 1.128198e+06 ) 
2458 ( 5.259770e+05 , 6.026139e+05 ) 
2459 ( 1.013160e+06 , -1.612056e+06 ) 
2460 ( 2.096603e+05 , 9.852098e+04 ) 
2461 ( -9.234324e+05 , 6.360058e+05 ) 
2462 ( 7.400719e+05 , -1.034482e+06 ) 
2463 ( 1.379109e+06 , -3.544947e+05 ) 
2464 ( 7.586337e+05 , -1.221113e+05 ) 
2465 ( -7.632185e+05 , 9.523138e+05 ) 
2466 ( 4.483516e+05 , 5.181346e+05 ) 
2467 ( 7.950709e+05 , -1.853220e+06 ) 
2468 ( -5.160964e+05 , 6.592460e+05 ) 
2469 ( -8.635968e+05 , 1.381784e+06 ) 
2470 ( 6.519586e+05 , -4.024471e+05 ) 
2471 ( 6.549799e+05 , -7.458779e+05 ) 
2472 ( 3.040887e+05 , 4.414269e+04 ) 
2473 ( -7.959754e+05 , 2.685062e+06 ) 
2474 ( -4.665697e+05 , 1.203541e+06 ) 
2475 ( 6.772203e+05 , -1.871617e+06 ) 
2476 ( -9.458861e+05 , 4.052057e+05 ) 
2477 ( -6.911575e+05 , 1.055732e+05 ) 
2478 ( 5.217787e+05 , -8.859309e+05 ) 
2479 ( 7.784517e+04 , -2.055771e+05 ) 
2480 ( -2.424940e+06 , 1.416590e+06 ) 
2481 ( -2.738550e+06 , 3.614423e+05 ) 
2482 ( -1.695455e+06 , 1.355136e+05 ) 
2483 ( 4.124407e+05 , -5.190609e+05 ) 
2484 ( 4.190127e+04 , -1.124705e+06 ) 
2485 ( 2.393398e+06 , 1.185974e+06 ) 
2486 ( 2.931868e+06 , 4.801289e+04 ) 
2487 ( 2.016180e+06 , 8.269160e+05 ) 
2488 ( 2.097490e+06 , 1.585466e+06 ) 
2489 ( 2.019467e+06 , -1.451121e+06 ) 
2490 ( 1.251633e+05 , -1.017358e+06 ) 
2491 ( -8.208937e+05 , -5.546548e+05 ) 
2492 ( -2.554739e+06 , -4.568511e+05 ) 
2493 ( -3.125831e+06 , 9.854720e+05 ) 
2494 ( -6.957754e+05 , 3.606643e+05 ) 
2495 ( 1.514719e+06 , -5.613371e+05 ) 
2496 ( -5.978909e+05 , 4.274447e+05 ) 
2497 ( -1.907374e+05 , 1.752204e+06 ) 
2498 ( -1.407657e+06 , -3.949755e+05 ) 
2499 ( -8.802341e+05 , -9.506399e+05 ) 
2500 ( -1.443016e+06 , -1.825902e+05 ) 
2501 ( -2.503602e+06 , 2.009433e+06 ) 
2502 ( -1.374249e+06 , 5.311213e+05 ) 
2503 ( 2.174134e+06 , -6.983182e+05 ) 
2504 ( 6.453242e+05 , 8.496395e+04 ) 
2505 ( -3.686287e+05 , 7.895237e+04 ) 
2506 ( -9.508106e+04 , -4.676738e+05 ) 
2507 ( -2.165416e+05 , 6.925717e+05 ) 
2508 ( -2.495196e+06 , 4.645575e+05 ) 
2509 ( -2.248795e+06 , 8.613877e+05 ) 
2510 ( -3.629210e+05 , 5.459184e+05 ) 
2511 ( -4.256787e+05 , 9.012352e+03 ) 
2512 ( 3.183660e+05 , -1.565386e+05 ) 
